 # APARTAT1a : CÀLCUL INTEGRALS nu i nd
         150   2.4331797160593625       0.24063785433957990        1.2230971971226032       0.13864413858900024     
         300   2.2688097971417585       0.16676077159825639        1.1317177915260175       9.56358754630356189E-002
         450   2.1316651995996616       0.13491410451021105        1.0591187539247993       7.71716955443354502E-002
         600   2.0803794646384404       0.11605097366106823        1.0300154715687104       6.64158900302020405E-002
         750   2.0939430057426338       0.10327654145807620        1.0378536121581805       5.90308612457004431E-002
         900   2.0673933702958780       9.32750242563914339E-002   1.0213501437317549       5.33090574851572407E-002
        1050   2.1298597014626255       8.88567591747813912E-002   1.0589748426398629       5.08895009627587727E-002
        1200   2.1510921032656665       8.40955810530905484E-002   1.0725167979887695       4.81882397285171779E-002
        1350   2.2055624102524241       8.15869471195597995E-002   1.1052459202222233       4.68847757386957054E-002
        1500   2.1822558660723788       7.67354725362404122E-002   1.0910214989101679       4.41022215915823149E-002
        1650   2.1778869103855891       7.23741216780403873E-002   1.0873423275371017       4.15363230737987449E-002
        1800   2.1395641792278983       6.86413542787650127E-002   1.0655884458641920       3.93582263812592911E-002
        1950   2.0982804866389713       6.51671618668198394E-002   1.0424283781518624       3.73307441960030600E-002
        2100   2.0923099367356572       6.24928289492919578E-002   1.0392251153019618       3.57738546108260780E-002
        2250   2.0835452623147717       6.04827316035652929E-002   1.0353362602086007       3.46293080740073186E-002
        2400   2.0687756097166679       5.82615685890045046E-002   1.0268573924348383       3.33389383548685705E-002
        2550   2.0791093479337994       5.70094607340124182E-002   1.0344127210969898       3.26481751543028983E-002
        2700   2.0656167500820390       5.48581803470878301E-002   1.0259207609121421       3.13832035104356019E-002
        2850   2.0649905760992691       5.33198101196848823E-002   1.0259360420048949       3.04959569205835238E-002
        3000   2.0667465053976088       5.18512970021294609E-002   1.0263879285777224       2.96511463538639275E-002
        3150   2.0622840576362118       5.04150336445655795E-002   1.0240292348652489       2.88121330676732387E-002
        3300   2.0628219025018146       4.91922103947352723E-002   1.0240441302643992       2.81151451785205467E-002
        3450   2.0531533058476295       4.81495893244391279E-002   1.0191370888962483       2.75248040595033328E-002
        3600   2.0537264031567437       4.71300524966219436E-002   1.0195649544754164       2.69475611196610294E-002
        3750   2.0658604419366062       4.70295330812619677E-002   1.0261847407412368       2.69206817568235987E-002
        3900   2.0564311129590260       4.58123330005080279E-002   1.0202152632633383       2.62078044835820402E-002
        4050   2.0543353321263305       4.49020623781721320E-002   1.0194651405542019       2.56815716202766636E-002
        4200   2.0497212690347184       4.41106986440633203E-002   1.0167964328550083       2.52355147804489699E-002
        4350   2.0445210690779216       4.33148737908570225E-002   1.0141621204602806       2.47786054707181680E-002
        4500   2.0547377199143027       4.28256448888759411E-002   1.0196950461368766       2.45044380904355236E-002
        4650   2.0487361887394755       4.20698480396771782E-002   1.0167182342080543       2.40673173786024944E-002
        4800   2.0471156182585983       4.13554104754789778E-002   1.0161020150478530       2.36523879948604097E-002
        4950   2.0400154929130299       4.05749494782493142E-002   1.0117730747315659       2.32005223333707974E-002
        5100   2.0280922479804064       3.98383235588322809E-002   1.0055104221313793       2.27691742714957977E-002
        5250   2.0239646617497895       3.93083418682829283E-002   1.0036533379076900       2.24724675948225344E-002
        5400   2.0148210767193282       3.86661208883899571E-002  0.99841098877063450       2.21063409619827803E-002
        5550   2.0314206502579477       3.83939758539759216E-002   1.0079555566034795       2.19634714214840508E-002
        5700   2.0355835370927244       3.79000309436393970E-002   1.0104655480058453       2.16788292303984297E-002
        5850   2.0398010726229447       3.75710765853932566E-002   1.0135807596716899       2.14996695123148666E-002
        6000   2.0415193855965854       3.70496168195303607E-002   1.0142541520085877       2.12008972917814564E-002
        6150   2.0356381783685045       3.67033068871145812E-002   1.0108238259186815       2.10082138609032354E-002
        6300   2.0401845929195650       3.63015153557850676E-002   1.0131058759337377       2.07815461965954289E-002
        6450   2.0315585128404163       3.56905433074717893E-002   1.0078429710477292       2.04210652068520238E-002
        6600   2.0287525586358166       3.51964313954233332E-002   1.0060722968763134       2.01344521126966616E-002
        6750   2.0195927203432138       3.48344312152995203E-002   1.0010975873443013       1.99267833133003579E-002
        6900   2.0270000111833144       3.46043699643757072E-002   1.0056424782791831       1.98031773909704140E-002
        7050   2.0269740341932403       3.41470388029953206E-002   1.0050651376946618       1.95384724530123059E-002
        7200   2.0233043310566883       3.37280835644747645E-002   1.0029551868496289       1.92946886165706877E-002
        7350   2.0172468212020234       3.32987124158689654E-002  0.99978947862625633       1.90420063143395581E-002
        7500   2.0229558394993039       3.29704770038570655E-002   1.0029085481182269       1.88542455817828150E-002
        7650   2.0210400057313920       3.27680683743043419E-002   1.0025433001788180       1.87439629856915452E-002
        7800   2.0287156456212232       3.25083959549825607E-002   1.0068308101379579       1.86001227530777948E-002
        7950   2.0270535729105696       3.21334387274052405E-002   1.0058076647523821       1.83801808885146953E-002
        8100   2.0244817305048675       3.17761901337358516E-002   1.0043329781863330       1.81719362941031547E-002
        8250   2.0243580479686853       3.15988008815766414E-002   1.0042733632282614       1.80751457774491336E-002
        8400   2.0277193142381016       3.13663484087399330E-002   1.0062459429005526       1.79451800563059372E-002
        8550   2.0250255901302858       3.10185264725547534E-002   1.0044197669356931       1.77431784627081167E-002
        8700   2.0243577437336229       3.07443235032724208E-002   1.0041499375505756       1.75861961840443615E-002
        8850   2.0282395829659814       3.04841737068451482E-002   1.0062711887013280       1.74376183226916739E-002
        9000   2.0291851165713006       3.02847490797685040E-002   1.0067038832509394       1.73269867505585692E-002
